forecast_origin,horizon_months,target_month,target_status_as_of_run,target_months_from_run_month,scenario,scenario_label_zh,scaling_exponent_alpha_N_proportional_C_alpha,is_primary_alpha_half,c4_annual_compute_growth_multiplier,compute_multiplier,parameter_multiplier_under_alpha,frontier_point_C1_Average_P90,parameter_anchor_only_q025,parameter_anchor_only_q975,parameter_anchor_only_band_width,parameter_anchor_band_outside_score_domain,conditional_simulation_q025,conditional_simulation_q975,conditional_simulation_band_width,future_shock_band_width_increment,point_outside_score_domain_0_100,simulation_band_outside_score_domain_0_100,simulation_band_method,simulation_band_coverage_calibrated,annual_horizon_rolling_origin_count,conditioned_on_type_mix_residual_distribution_and_protocol_stability,c4_is_individual_c1_compute_match
2025-03,12,2026-03,elapsed_before_run_month,-6,historical_rate,历史速度延续,0.5,True,2.5819507232049395,2.5819507232049395,1.6068449592928806,52.586457213337475,41.74840036760835,63.63985649835172,21.89145613074337,False,40.227182018698244,63.11182337240473,22.884641353706485,0.9931852229631133,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,elapsed_before_run_month,-6,historical_rate,历史速度延续,0.73,False,2.5819507232049395,2.5819507232049395,1.9985821446516663,53.94027469031477,43.4422536765378,64.970357406816,21.528103730278204,False,41.909037377124875,64.2473485951229,22.338311217998026,0.810207487719822,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,upcoming_after_run_month,6,historical_rate,历史速度延续,0.5,True,2.5819507232049395,6.66646953705851,2.5819507232049395,63.898401808049044,48.28257724210251,89.95200914051762,41.669431898415105,False,46.74788328375174,89.66546827356866,42.91758498981692,1.248153091401818,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,upcoming_after_run_month,6,historical_rate,历史速度延续,0.73,False,2.5819507232049395,6.66646953705851,3.994330588920454,66.60603676200364,51.9422709216693,92.17163480418019,40.22936388251089,False,50.07437426844586,91.79258945653544,41.71821518808958,1.4888513055786916,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,elapsed_before_run_month,-6,half_log_growth,中度放缓,0.5,True,1.6068449592928806,1.6068449592928806,1.2676138841511955,51.114916477492585,40.211685208524244,63.47239051799108,23.260705309466836,False,38.882005017944735,62.65602603193797,23.774021013993234,0.5133157045263985,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,elapsed_before_run_month,-6,half_log_growth,中度放缓,0.73,False,1.6068449592928806,1.6068449592928806,1.4137121859316577,51.791825215981234,41.05728962688666,63.98882118617032,22.931531559283663,False,39.75390730428257,63.235637263197525,23.481729958914954,0.5501983996312916,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,upcoming_after_run_month,6,half_log_growth,中度放缓,0.5,True,1.6068449592928806,2.581950723204939,1.6068449592928806,60.95532033635927,44.82890532292613,87.1326824055354,42.30377708260927,False,43.38798397533783,86.3176728836819,42.92968890834406,0.6259118257347893,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,upcoming_after_run_month,6,half_log_growth,中度放缓,0.73,False,1.6068449592928806,2.581950723204939,1.998582144651666,62.30913781333657,46.65723766634808,88.19219993145579,41.53496226510771,False,45.09848480122381,87.43863472382326,42.340149922599444,0.8051876574917358,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,elapsed_before_run_month,-6,flat_compute,强放缓,0.5,True,1.0,1.0,1.0,49.6433757416477,38.153071987656915,62.00480684812325,23.851734860466337,False,36.660235872895505,61.46924066247342,24.809004789577912,0.9572699291115754,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,elapsed_before_run_month,-6,flat_compute,强放缓,0.73,False,1.0,1.0,1.0,49.6433757416477,38.153071987656915,62.00480684812325,23.851734860466337,False,36.660235872895505,61.46924066247342,24.809004789577912,0.9572699291115754,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,upcoming_after_run_month,6,flat_compute,强放缓,0.5,True,1.0,1.0,1.0,58.0122388646695,40.75971045226654,85.21583984937305,44.456129397106515,False,39.08167723329097,84.9264966453545,45.844819412063536,1.388690014957021,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,upcoming_after_run_month,6,flat_compute,强放缓,0.73,False,1.0,1.0,1.0,58.0122388646695,40.75971045226654,85.21583984937305,44.456129397106515,False,39.08167723329097,84.9264966453545,45.844819412063536,1.388690014957021,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
