model,target,from_domain,to_domain,share_transfer,effect_per_10pp_transfer,bootstrap_ci95_lower,bootstrap_ci95_upper,bootstrap_probability_effect_positive,training_recipes_with_from_share_at_least_10pp,training_support_fraction,interpretation
simplex_ridge,metric/the_pile_arxiv_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,0.39628774581462073,0.3353076321205462,0.4556928256253833,1.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_freelaw_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,-0.3209603594650779,-0.3611999860374494,-0.2850089997133953,0.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_central_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,0.07370120686141862,0.034704599338452734,0.11231396961478644,1.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_wikipedia_en_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,-0.006617786773945422,-0.028026784788432506,0.013498969683603982,0.242,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_dm_mathematics_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,-0.014881266983408548,-0.08443460051607911,0.054319078636069995,0.348,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_github_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,0.024853504364531133,-0.028273687748921125,0.07587912775405951,0.818,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_stackexchange_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,0.029712180467192664,-0.008604635936540088,0.07295364670670179,0.936,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_gutenberg_pg_19_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,-0.04854528075135839,-0.06603097140883171,-0.029733414019681936,0.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pile_cc_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,-0.02386866585560589,-0.034475331336060955,-0.01296112130230126,0.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_ubuntu_irc_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,0.02582480514047796,-0.022438922789007977,0.07295345294030006,0.87,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_hackernews_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,-0.02975445788475685,-0.043312200306639494,-0.014905501144736537,0.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_abstracts_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,0.019565055953015654,-0.002010231697729131,0.03998314996902419,0.962,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_uspto_backgrounds_val_loss,train_the_pile_arxiv,train_the_pile_freelaw,0.1,0.0007188690215734761,-0.017840427377870883,0.01789047413071691,0.524,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_arxiv_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,0.3870742082658278,0.0417262909036887,0.7409510698284685,0.992,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_freelaw_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.3444578120090842,-0.576842546804676,-0.09933220322384757,0.002,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_central_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.26592474815605976,-0.5292375603213392,0.019070511121870786,0.028,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_wikipedia_en_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.15559642427471423,-0.32816683523544965,0.011121349679052346,0.044,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_dm_mathematics_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.34375178353272284,-0.7023207504973774,-0.028984885841020228,0.018,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_github_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.28879362124877633,-0.5487604487238606,-0.0049259741977822815,0.026,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_stackexchange_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.24826705638077035,-0.5329557584420461,0.01838069198218768,0.038,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_gutenberg_pg_19_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.12275427016733423,-0.27065725624699705,0.026831643139960296,0.068,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pile_cc_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.14811301585175718,-0.2517605155205939,-0.04422701901297415,0.006,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_ubuntu_irc_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.2705811921387932,-0.5862657537728769,0.04807765875941346,0.056,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_hackernews_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.15367828801814315,-0.29003899831681834,-0.018284268810135628,0.012,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_abstracts_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.40325771089913,-0.5394289446659168,-0.24283394270901765,0.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_uspto_backgrounds_val_loss,train_the_pile_arxiv,train_the_pile_nih_exporter,0.1,-0.05707913355099732,-0.22211771095247382,0.10109986127347685,0.246,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_arxiv_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.00921353754879295,-0.3531018400064149,0.3475847688190861,0.514,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_freelaw_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.023497452544006328,-0.2343978160543673,0.22759283555024784,0.48,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_central_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.33962595501747844,-0.6076616494344707,-0.04953729882366548,0.008,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_wikipedia_en_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.1489786375007688,-0.32445975685190315,0.012063061510555733,0.038,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_dm_mathematics_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.32887051654931426,-0.6972411417267621,-0.021399200285594507,0.02,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_github_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.3136471256133075,-0.5598066737250103,-0.041758976432386664,0.01,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_stackexchange_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.27797923684796294,-0.5665037987635209,-0.01584479948696739,0.014,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_gutenberg_pg_19_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.07420898941597585,-0.22053087023663642,0.07676535968547865,0.18,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pile_cc_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.1242443499961513,-0.22811743351146513,-0.020522179273246455,0.016,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_ubuntu_irc_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.29640599727927114,-0.6204659737508681,0.026991156501372703,0.028,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_hackernews_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.12392383013338631,-0.2572595605014615,0.012633332341656495,0.034,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_abstracts_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.4228227668521456,-0.5519436663094226,-0.26696296899633054,0.0,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_uspto_backgrounds_val_loss,train_the_pile_freelaw,train_the_pile_nih_exporter,0.1,-0.0577980025725708,-0.2210756864403995,0.0978802902056226,0.244,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_arxiv_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,0.2575560396569067,0.22420344018767252,0.29339638290046965,1.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_freelaw_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,-0.008381886038683995,-0.045221735773795235,0.024302843121019498,0.294,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_central_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,-0.24645861367219332,-0.2873606922685032,-0.21606890918259158,0.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_wikipedia_en_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,-0.009799179309863383,-0.028880870775016828,0.008337944069272074,0.16,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_dm_mathematics_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,-0.019112211183695882,-0.09026764635314145,0.05164689378182528,0.272,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_github_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,0.02860918931116867,-0.03062871434684484,0.08165746809084487,0.806,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_stackexchange_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,0.024105967420353758,-0.015589158432215902,0.06107052987333271,0.846,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_gutenberg_pg_19_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,0.013196112976239904,-0.006467039957004885,0.03256616514077576,0.898,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pile_cc_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,-0.010869487333303663,-0.022012892918767582,-0.0007139666245727341,0.014,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_ubuntu_irc_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,0.03855502595359783,-0.004447363476420828,0.08234056970827121,0.942,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_hackernews_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,0.00048574519037953846,-0.015231273555983119,0.014962095848682454,0.52,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_abstracts_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,-0.12923121179622538,-0.1485047820108323,-0.11397959439404462,0.0,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_uspto_backgrounds_val_loss,train_the_pile_arxiv,train_the_pile_pubmed_central,0.1,-0.019492180639584224,-0.03350067483259019,-0.0032756641075160305,0.008,144,0.28125,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_arxiv_val_loss,train_the_pile_freelaw,train_the_pile_pubmed_central,0.1,-0.138731706157714,-0.19547683447039266,-0.079538523107929,0.0,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_freelaw_val_loss,train_the_pile_freelaw,train_the_pile_pubmed_central,0.1,0.3125784734263939,0.27442724922191103,0.35708342212699085,1.0,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
simplex_ridge,metric/the_pile_pubmed_central_val_loss,train_the_pile_freelaw,train_the_pile_pubmed_central,0.1,-0.32015982053361197,-0.3603832417308221,-0.2754800701817887,0.0,125,0.244140625,association conditional on the fitted linear model; feasible only where the source share is at least 10pp
