model,target,term,coefficient,feature_center,feature_scale_rms,intercept_target_mean,lambda
quadratic_ridge_sensitivity,metric/the_pile_arxiv_val_loss,train_the_pile_arxiv,-0.8975945125983747,0.1130225258326927,0.20074644839266062,5.04406272014603,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_freelaw_val_loss,train_the_pile_arxiv,0.23392421546707862,0.1130225258326927,0.20074644839266062,5.28257419122383,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pubmed_central_val_loss,train_the_pile_arxiv,-0.008817496098881838,0.1130225258326927,0.20074644839266062,5.1759300655685365,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_wikipedia_en_val_loss,train_the_pile_arxiv,0.09726775403530363,0.1130225258326927,0.20074644839266062,5.810897937975824,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_dm_mathematics_val_loss,train_the_pile_arxiv,0.2649628332262269,0.1130225258326927,0.20074644839266062,3.8935756706632674,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_github_val_loss,train_the_pile_arxiv,0.4048948599975448,0.1130225258326927,0.20074644839266062,5.27951684454456,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_stackexchange_val_loss,train_the_pile_arxiv,0.3048066197865419,0.1130225258326927,0.20074644839266062,5.245853285305202,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_gutenberg_pg_19_val_loss,train_the_pile_arxiv,0.1454937812233699,0.1130225258326927,0.20074644839266062,5.445764048025012,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pile_cc_val_loss,train_the_pile_arxiv,0.17015693757486802,0.1130225258326927,0.20074644839266062,5.727793703787029,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_ubuntu_irc_val_loss,train_the_pile_arxiv,0.1634580033702671,0.1130225258326927,0.20074644839266062,6.55348688736558,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_hackernews_val_loss,train_the_pile_arxiv,0.1726915852033171,0.1130225258326927,0.20074644839266062,5.403714658692479,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pubmed_abstracts_val_loss,train_the_pile_arxiv,0.1102838687815084,0.1130225258326927,0.20074644839266062,5.439561689272523,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_uspto_backgrounds_val_loss,train_the_pile_arxiv,0.08049378185684587,0.1130225258326927,0.20074644839266062,5.177806387655437,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_arxiv_val_loss,train_the_pile_freelaw,0.7691024729547626,0.09682483215202779,0.1884933991698426,5.04406272014603,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_freelaw_val_loss,train_the_pile_freelaw,-0.9513078772199066,0.09682483215202779,0.1884933991698426,5.28257419122383,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pubmed_central_val_loss,train_the_pile_freelaw,0.41402773744041366,0.09682483215202779,0.1884933991698426,5.1759300655685365,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_wikipedia_en_val_loss,train_the_pile_freelaw,0.08829642312850225,0.09682483215202779,0.1884933991698426,5.810897937975824,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_dm_mathematics_val_loss,train_the_pile_freelaw,0.4167315472253629,0.09682483215202779,0.1884933991698426,3.8935756706632674,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_github_val_loss,train_the_pile_freelaw,0.6075537084645101,0.09682483215202779,0.1884933991698426,5.27951684454456,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_stackexchange_val_loss,train_the_pile_freelaw,0.5161846305180715,0.09682483215202779,0.1884933991698426,5.245853285305202,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_gutenberg_pg_19_val_loss,train_the_pile_freelaw,-0.12596286228843204,0.09682483215202779,0.1884933991698426,5.445764048025012,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pile_cc_val_loss,train_the_pile_freelaw,0.05888904814109131,0.09682483215202779,0.1884933991698426,5.727793703787029,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_ubuntu_irc_val_loss,train_the_pile_freelaw,0.2794581645259126,0.09682483215202779,0.1884933991698426,6.55348688736558,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_hackernews_val_loss,train_the_pile_freelaw,0.061857354042889216,0.09682483215202779,0.1884933991698426,5.403714658692479,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pubmed_abstracts_val_loss,train_the_pile_freelaw,0.20888094829667084,0.09682483215202779,0.1884933991698426,5.439561689272523,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_uspto_backgrounds_val_loss,train_the_pile_freelaw,0.04007077795449322,0.09682483215202779,0.1884933991698426,5.177806387655437,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_arxiv_val_loss,train_the_pile_nih_exporter,0.5555284336659527,0.005889680217095942,0.011974674506832783,5.04406272014603,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_freelaw_val_loss,train_the_pile_nih_exporter,-0.8696618241298006,0.005889680217095942,0.011974674506832783,5.28257419122383,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pubmed_central_val_loss,train_the_pile_nih_exporter,-0.7778217928037996,0.005889680217095942,0.011974674506832783,5.1759300655685365,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_wikipedia_en_val_loss,train_the_pile_nih_exporter,-0.10923406713118175,0.005889680217095942,0.011974674506832783,5.810897937975824,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_dm_mathematics_val_loss,train_the_pile_nih_exporter,-1.3683069716868115,0.005889680217095942,0.011974674506832783,3.8935756706632674,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_github_val_loss,train_the_pile_nih_exporter,-0.9737497552348063,0.005889680217095942,0.011974674506832783,5.27951684454456,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_stackexchange_val_loss,train_the_pile_nih_exporter,-0.4193001138030273,0.005889680217095942,0.011974674506832783,5.245853285305202,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_gutenberg_pg_19_val_loss,train_the_pile_nih_exporter,-0.23324954026827405,0.005889680217095942,0.011974674506832783,5.445764048025012,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pile_cc_val_loss,train_the_pile_nih_exporter,-0.0952573641756072,0.005889680217095942,0.011974674506832783,5.727793703787029,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_ubuntu_irc_val_loss,train_the_pile_nih_exporter,-0.13982076057355183,0.005889680217095942,0.011974674506832783,6.55348688736558,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_hackernews_val_loss,train_the_pile_nih_exporter,-0.3164939357485206,0.005889680217095942,0.011974674506832783,5.403714658692479,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pubmed_abstracts_val_loss,train_the_pile_nih_exporter,-1.3619517133954453,0.005889680217095942,0.011974674506832783,5.439561689272523,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_uspto_backgrounds_val_loss,train_the_pile_nih_exporter,-0.23435242671202017,0.005889680217095942,0.011974674506832783,5.177806387655437,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_arxiv_val_loss,train_the_pile_pubmed_central,-0.07680288373603318,0.11375419105058358,0.20532660720138268,5.04406272014603,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_freelaw_val_loss,train_the_pile_pubmed_central,0.32264366089507923,0.11375419105058358,0.20532660720138268,5.28257419122383,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_pubmed_central_val_loss,train_the_pile_pubmed_central,-0.9194144604939738,0.11375419105058358,0.20532660720138268,5.1759300655685365,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_wikipedia_en_val_loss,train_the_pile_pubmed_central,0.09415012761933661,0.11375419105058358,0.20532660720138268,5.810897937975824,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_dm_mathematics_val_loss,train_the_pile_pubmed_central,-0.12109098794352151,0.11375419105058358,0.20532660720138268,3.8935756706632674,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_github_val_loss,train_the_pile_pubmed_central,0.7753170528382145,0.11375419105058358,0.20532660720138268,5.27951684454456,0.2848035868435799
quadratic_ridge_sensitivity,metric/the_pile_stackexchange_val_loss,train_the_pile_pubmed_central,0.5541571428204344,0.11375419105058358,0.20532660720138268,5.245853285305202,0.2848035868435799
