forecast_origin,horizon_months,target_month,scenario,scenario_label_zh,scaling_exponent_alpha_N_proportional_C_alpha,is_primary_alpha_half,c4_annual_compute_growth_multiplier,compute_multiplier,parameter_multiplier_under_alpha,frontier_point_C1_Average_P90,conditional_simulation_q025,conditional_simulation_q975,point_outside_score_domain_0_100,simulation_band_outside_score_domain_0_100,simulation_band_method,simulation_band_coverage_calibrated,annual_horizon_rolling_origin_count,conditioned_on_type_mix_residual_distribution_and_protocol_stability,c4_is_individual_c1_compute_match
2025-03,12,2026-03,historical_rate,历史速度延续,0.5,True,2.5819507232049395,2.5819507232049395,1.6068449592928806,52.586457213337475,41.14989410347264,64.96830986029225,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,historical_rate,历史速度延续,0.73,False,2.5819507232049395,2.5819507232049395,1.9985821446516663,53.94027469031477,42.7761799115311,66.1452047399872,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,historical_rate,历史速度延续,0.5,True,2.5819507232049395,6.66646953705851,2.5819507232049395,63.898401808049044,46.24459064683781,91.2543025662671,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,historical_rate,历史速度延续,0.73,False,2.5819507232049395,6.66646953705851,3.994330588920454,66.60603676200364,49.77582868179708,93.05393706830287,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,half_log_growth,中度放缓,0.5,True,1.6068449592928806,1.6068449592928806,1.2676138841511955,51.114916477492585,39.09193278870862,63.221166522561866,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,half_log_growth,中度放缓,0.73,False,1.6068449592928806,1.6068449592928806,1.4137121859316577,51.791825215981234,39.9089981640356,63.747686785090146,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,half_log_growth,中度放缓,0.5,True,1.6068449592928806,2.581950723204939,1.6068449592928806,60.95532033635927,42.583305907362345,90.9873874390077,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,half_log_growth,中度放缓,0.73,False,1.6068449592928806,2.581950723204939,1.998582144651666,62.30913781333657,44.45586303044303,91.99118658589254,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,flat_compute,强放缓,0.5,True,1.0,1.0,1.0,49.6433757416477,37.06312218981268,63.35121901778052,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,12,2026-03,flat_compute,强放缓,0.73,False,1.0,1.0,1.0,49.6433757416477,37.06312218981268,63.35121901778052,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,flat_compute,强放缓,0.5,True,1.0,1.0,1.0,58.0122388646695,38.71125027370519,89.17954446520368,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
2025-03,24,2027-03,flat_compute,强放缓,0.73,False,1.0,1.0,1.0,58.0122388646695,38.71125027370519,89.17954446520368,False,False,month-cluster coefficient bootstrap + owner-cluster origin frontier bootstrap + iid resampling of centered five 1-month last-value errors,False,0,True,False
