budget_flops,context_length_tokens,g_function,beta_Q_segment,beta_Q_lower,beta_Q_lower_inclusive,beta_Q_upper,beta_Q_upper_exclusive,beta_Q_units,selected_run_id,selected_N_B,selected_D_B,selected_Q,Q_increment_from_Q0,M0_base_loss,conditional_loss_at_segment_start,C_train_flops,C_Q_flops,C_attn_flops,C_total_flops,budget_utilization,is_fixed_Q0_baseline,p_setting,conditional_assumption
10000000000000000000,2048,exponential,1,0.0,False,0.45370075185340486,True,validation-loss units per one Q-score unit,169,0.162405,8.389,0.5926131136810068,0.09413500883336035,3.030397627156985,3.030397627156985,8174493270000000000,1.2674613227679992e+18,5.58045407232e+17,1e+19,1.0,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,exponential,2,0.45370075185340486,True,0.4715773750859839,True,validation-loss units per one Q-score unit,168,0.162405,6.291,0.7190585219032221,0.22058041705557563,3.0877660039358146,2.9876885028735622,6130139130000000000,3.4513767053919995e+18,4.18484164608e+17,1e+19,1.0,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,exponential,3,0.4715773750859839,True,2.0616426417199283,True,validation-loss units per one Q-score unit,320,0.409009,2.097,0.9096585520157575,0.4111804471681111,3.1776486658275935,2.983745269865375,5146151238000000000,4.5025381708191985e+18,3.513105911808e+17,9.999999999999998e+18,0.9999999999999998,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,exponential,4,2.0616426417199283,True,6.811469581689356,True,validation-loss units per one Q-score unit,166,0.162405,2.097,0.9954989918376115,0.49702088698996505,3.354620976948321,2.3299415225043476,2043379710000000000,7.817125568463998e+18,1.39494721536e+17,9.999999999999998e+18,0.9999999999999998,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,exponential,5,6.811469581689356,True,Infinity,True,validation-loss units per one Q-score unit,319,0.409009,1.074,1.0,0.5015218951523536,3.385279457133366,-0.03082167624808907,2635653996000000000,4.1190674165064724e+18,1.799273127936e+17,6.934648725300072e+18,0.6934648725300072,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,power4,1,0.0,False,0.5140038299743166,True,validation-loss units per one Q-score unit,169,0.162405,8.389,0.5506801652624685,0.052202060414822116,3.030397627156985,3.030397627156985,8174493270000000000,1.2674613227679997e+18,5.58045407232e+17,1e+19,1.0,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,power4,2,0.5140038299743166,True,1.2750495625064333,True,validation-loss units per one Q-score unit,320,0.409009,2.097,0.8371586506036507,0.33868054575600426,3.1776486658275935,3.0035655681712154,5146151238000000000,4.5025381708191985e+18,3.513105911808e+17,9.999999999999998e+18,0.9999999999999998,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,power4,3,1.2750495625064333,True,Infinity,True,validation-loss units per one Q-score unit,319,0.409009,1.074,1.0,0.5015218951523536,3.385279457133366,2.74581418413196,2635653996000000000,5.038442669605427e+18,1.799273127936e+17,7.854023978399027e+18,0.7854023978399027,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,logarithmic,1,0.0,False,0.32217727932277207,True,validation-loss units per one Q-score unit,169,0.162405,8.389,0.545440476311753,0.046962371464106534,3.030397627156985,3.030397627156985,8174493270000000000,1.2674613227679997e+18,5.58045407232e+17,1e+19,1.0,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
10000000000000000000,2048,logarithmic,2,0.32217727932277207,True,Infinity,True,validation-loss units per one Q-score unit,167,0.162405,4.194,1.0,0.5015218951523536,3.1768463777891194,3.0152674180881336,4086759420000000000,5.1055702436139e+18,2.78989443072e+17,9.471319106685899e+18,0.9471319106685899,False,p excluded from model and decision variables; no p vector assigned,"L_cond = L_M0(N,D) - beta_Q*(Q-Q0), beta_Q >= 0"
