source_file,model_dir,file_name,file_timestamp,file_sha256,parse_status,parse_error,top_level_keys_json,schema_sha256,task_count,model_name_raw,model_revision,model_sha,json_date,selected_as_latest_parseable,latest_status
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/0-hero_Matter-0.2-7B-DPO/results_2024-08-07T13-21-02.903091.json,0-hero_Matter-0.2-7B-DPO,results_2024-08-07T13-21-02.903091.json,2024-08-07T13-21-02.903091,c0386eb6b6b7ca3c6cc596b190dcd898b17fb7055b092229d00ff50727930856,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""eot_token_id"",""fewshot_as_multiturn"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""max_length"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""tokenizer_bos_token"",""tokenizer_eos_token"",""tokenizer_pad_token"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",b5d9220fa3cbc41497a90b26c4348804a3b9bef897a23f4132530c173387ade6,44,0-hero/Matter-0.2-7B-DPO,26a66f0d862e2024ce4ad0a09c37052ac36e8af6,26a66f0d862e2024ce4ad0a09c37052ac36e8af6,1723035419.913854,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-34B-32K/results_2024-06-17T17-59-09.162276.json,01-ai_Yi-1.5-34B-32K,results_2024-06-17T17-59-09.162276.json,2024-06-17T17-59-09.162276,ec8637d0db32f8d6738bf65317e8f0ffdb5dbb3b98f622556553d9cbc61ef211,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-34B-32K,2c03a29761e4174f20347a60fbe229be4383d48b,2c03a29761e4174f20347a60fbe229be4383d48b,1718619571.7671866,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-34B-Chat-16K/results_2024-07-17T11-40-22.183397.json,01-ai_Yi-1.5-34B-Chat-16K,results_2024-07-17T11-40-22.183397.json,2024-07-17T11-40-22.183397,0cf2b76200db32bd82866688d956444141714efda61cfe346bb9061b47584786,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""eot_token_id"",""fewshot_as_multiturn"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""max_length"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""tokenizer_bos_token"",""tokenizer_eos_token"",""tokenizer_pad_token"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",b5d9220fa3cbc41497a90b26c4348804a3b9bef897a23f4132530c173387ade6,44,01-ai/Yi-1.5-34B-Chat-16K,ff74452e11f0f749ab872dc19b1dd3813c25c4d8,ff74452e11f0f749ab872dc19b1dd3813c25c4d8,1721208360.7398815,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-34B-Chat/results_2024-06-17T00-49-43.171619.json,01-ai_Yi-1.5-34B-Chat,results_2024-06-17T00-49-43.171619.json,2024-06-17T00-49-43.171619,4641d4a917b1e292a47db78a2a134721d88851e358fd9cc8cdbc38084d3012e3,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-34B-Chat,f3128b2d02d82989daae566c0a7eadc621ca3254,f3128b2d02d82989daae566c0a7eadc621ca3254,1718558676.590114,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-34B/results_2024-06-19T03-56-15.142347.json,01-ai_Yi-1.5-34B,results_2024-06-19T03-56-15.142347.json,2024-06-19T03-56-15.142347,8eaf1d310d8602abdbc5916ee066bd4f33629f5c77555a4137ea8fc17d34f1d5,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-34B,4b486f81c935a2dadde84c6baa1e1370d40a098f,4b486f81c935a2dadde84c6baa1e1370d40a098f,1718742335.3500128,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-6B-Chat/results_2024-06-17T10-38-31.759281.json,01-ai_Yi-1.5-6B-Chat,results_2024-06-17T10-38-31.759281.json,2024-06-17T10-38-31.759281,bf96240a96c98ceffb2fe3ef80c6fdcc02d4642843445640e92cd8c957f6e0aa,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-6B-Chat,3f64d3f159c6ad8494227bb77e2a7baef8cd808b,3f64d3f159c6ad8494227bb77e2a7baef8cd808b,1718619546.3181446,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-6B/results_2024-06-17T14-53-45.170909.json,01-ai_Yi-1.5-6B,results_2024-06-17T14-53-45.170909.json,2024-06-17T14-53-45.170909,8557e851b037b2a0cc48466c28e7550699bf1e84f7c175b4a82915d974c55229,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-6B,cab51fce425b4c1fb19fccfdd96bd5d0908c1657,cab51fce425b4c1fb19fccfdd96bd5d0908c1657,1718634784.0164244,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-9B-32K/results_2024-06-16T17-46-59.477573.json,01-ai_Yi-1.5-9B-32K,results_2024-06-16T17-46-59.477573.json,2024-06-16T17-46-59.477573,477a9fde1e37ba1cb683eb31a94c48a87101a323c5a6c607dd7996cb051df39c,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-9B-32K,116561dfae63af90f9d163b43077629e0e916bb1,116561dfae63af90f9d163b43077629e0e916bb1,1718558160.1665585,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-9B-Chat-16K/results_2024-06-16T18-02-27.668102.json,01-ai_Yi-1.5-9B-Chat-16K,results_2024-06-16T18-02-27.668102.json,2024-06-16T18-02-27.668102,5555b3d31b4c2b5ed5f3b7b2d2bf140f219c71143e17318f47fb6999507d5e0f,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-9B-Chat-16K,2b397e5f0fab87984efa66856c5c4ed4bbe68b50,2b397e5f0fab87984efa66856c5c4ed4bbe68b50,1718559068.7217603,True,latest_parseable
中文题目/F题/real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-1.5-9B-Chat/results_2024-06-17T09-46-28.414421.json,01-ai_Yi-1.5-9B-Chat,results_2024-06-17T09-46-28.414421.json,2024-06-17T09-46-28.414421,efdd7a6597ce9a0970eb7a339a7bda842e0d95d72413e0e202209d6d899ce227,parseable,,"[""chat_template"",""chat_template_sha"",""config"",""configs"",""date"",""end_time"",""git_hash"",""group_subtasks"",""groups"",""higher_is_better"",""model_name"",""model_name_sanitized"",""model_source"",""n-samples"",""n-shot"",""pretty_env_info"",""results"",""start_time"",""system_instruction"",""system_instruction_sha"",""task_hashes"",""total_evaluation_time_seconds"",""transformers_version"",""upper_git_hash"",""versions""]",6ced7aa1d1de657e5372b4860116c1eea09163dc0d5c96c81a2e8bf8fa8e3641,45,01-ai/Yi-1.5-9B-Chat,bc87d8557c98dc1e5fdef6ec23ed31088c4d3f35,bc87d8557c98dc1e5fdef6ec23ed31088c4d3f35,1718615862.7360733,True,latest_parseable
